Type,FSWP-50
Version,3.02SP1
Date,03.Jul 2026
VSupply,ON
Mode,Voltage
Voltage Set,0.6000000000,V
Voltage Min,0.0000000000,V
Voltage Max,0.6500000000,V
Voltage Meas,0.6078054014,V
Current Max,20.0000000000,mA
Current Meas,19.3972886029,mA
VTune,OFF
Voltage Set,0.0000000000,V
Voltage Min,0.0000000000,V
Voltage Max,0.0100000000,V
Voltage Meas,-0.0227182472,V
Current Max,20.0000000000,mA
Current Meas,0.1433044502,mA
VAux,OFF
Voltage Set,0.0000000000,V
Voltage Min,-10.0000000000,V
Voltage Max,10.0000000000,V
Voltage Meas,-0.0081481556,V
Current Max,100.0000000000,mA
Current Meas,-0.0610730699,mA
Mode,Phase Noise
Measurement,Phase Noise
Input,RF
RF Att,0.0000000000,dB
Coupling,AC
RBW,2.0000000000,%
XCORR Factor,1000
XCORR Optimize,ON
Estimated Meas Time,3.7457527981,s
Sweep Count,5
Signal Frequency,20061477035.2926177979,Hz
Signal Level,-15.2119000000,dBm
Start,10000.0000000000,Hz
Stop,100000000.0000000000,Hz
SubSweep,1
Start,10000.0000000000,Hz
Stop,30000.0000000000,Hz
RBW,600.0000000000,Hz
XCORR Count,1000
SubSweep,2
Start,30000.0000000000,Hz
Stop,100000.0000000000,Hz
RBW,600.0000000000,Hz
XCORR Count,1000
SubSweep,3
Start,100000.0000000000,Hz
Stop,300000.0000000000,Hz
RBW,2000.0000000000,Hz
XCORR Count,3300
SubSweep,4
Start,300000.0000000000,Hz
Stop,1000000.0000000000,Hz
RBW,6000.0000000000,Hz
XCORR Count,10000
SubSweep,5
Start,1000000.0000000000,Hz
Stop,3000000.0000000000,Hz
RBW,20000.0000000000,Hz
XCORR Count,10000
SubSweep,6
Start,3000000.0000000000,Hz
Stop,10000000.0000000000,Hz
RBW,60000.0000000000,Hz
XCORR Count,10000
SubSweep,7
Start,10000000.0000000000,Hz
Stop,30000000.0000000000,Hz
RBW,200000.0000000000,Hz
XCORR Count,10000
SubSweep,8
Start,30000000.0000000000,Hz
Stop,100000000.0000000000,Hz
RBW,600000.0000000000,Hz
XCORR Count,10000
Integrated Measurements Range,1
Start,10000.0000000000,Hz
Stop,100000000.0000000000,Hz
Weighting,OFF
Integrated Measurements Range,2
Start,10000.0000000000,Hz
Stop,100000000.0000000000,Hz
Weighting,OFF
Integrated Measurements Range,3
Start,10000.0000000000,Hz
Stop,100000000.0000000000,Hz
Weighting,OFF
Integrated Measurements Range,4
Start,10000.0000000000,Hz
Stop,100000000.0000000000,Hz
Weighting,OFF
Integrated Measurements Range,5
Start,10000.0000000000,Hz
Stop,100000000.0000000000,Hz
Weighting,OFF
Integrated Measurements Range,6
Start,10000.0000000000,Hz
Stop,100000000.0000000000,Hz
Weighting,OFF
Integrated Measurements Range,7
Start,10000.0000000000,Hz
Stop,100000000.0000000000,Hz
Weighting,OFF
Integrated Measurements Range,8
Start,10000.0000000000,Hz
Stop,100000000.0000000000,Hz
Weighting,OFF
Integrated Measurements Range,9
Start,10000.0000000000,Hz
Stop,100000000.0000000000,Hz
Weighting,OFF
Integrated Measurements Range,10
Start,10000.0000000000,Hz
Stop,100000000.0000000000,Hz
Weighting,OFF
Spot Noise Decade Edges,OFF
Spot Noise User Defined,ON
Spot Noise User Defined Offset,1
State,OFF
Offset,1000.0000000000,Hz
Spot Noise User Defined Offset,2
State,OFF
Offset,10000.0000000000,Hz
Spot Noise User Defined Offset,3
State,ON
Offset,100000.0000000000,Hz
Spot Noise User Defined Offset,4
State,ON
Offset,1000000.0000000000,Hz
Spot Noise User Defined Offset,5
State,ON
Offset,10000000.0000000000,Hz
Spot Noise User Defined Offset,6
State,OFF
Offset,100000000.0000000000,Hz
Window,1,Noise Spectrum
Trace,1
Trace Mode,CLR/WRITE
Trace Result,PN
Smoothing,ON
Smoothing Value,1.0000000000,%
Spurious Removal,ON
Spurious Removal Threshold,6.0000000000,dB
Trace Offset,OFF
Trace Offset,0.0000000000,dB
Trace Label,OFF
Trace Label,Trace 1
x-Unit,Hz
y-Unit,dBc/Hz
Values,4001
10000.0000000000,-54.5746459961
10023.0507812500,-54.6082572937
10046.1542968750,-54.6418647766
10069.3115234375,-54.6754760742
10092.5332031250,-54.7092208862
10115.7968750000,-54.7429580688
10139.1152343750,-54.7766990662
10162.4863281250,-54.8104362488
10185.9111328125,-54.8452987671
10209.3906250000,-54.8810043335
10232.9355468750,-54.9167251587
10256.5234375000,-54.9524307251
10280.1650390625,-54.9886856079
10303.8613281250,-55.0265960693
10327.6123046875,-55.0645027161
10351.4189453125,-55.1024131775
10375.2792968750,-55.1403198242
10399.2060546875,-55.1780700684
10423.1777343750,-55.2158050537
10447.2031250000,-55.2535324097
10471.2851562500,-55.2912635803
10495.4218750000,-55.3261375427
10519.6152343750,-55.3599777222
10543.8632812500,-55.3938179016
10568.1787109375,-55.4276733398
10592.5400390625,-55.4582061768
10616.9560546875,-55.4859046936
10641.4287109375,-55.5135993958
10665.9580078125,-55.5412940979
10690.5439453125,-55.5671195984
10715.1982421875,-55.5899162292
10739.8974609375,-55.6127052307
10764.6533203125,-55.6354942322
10789.4667968750,-55.6580619812
10814.3378906250,-55.6800155640
10839.2656250000,-55.7019729614
10864.2509765625,-55.7239265442
10889.3056640625,-55.7465286255
10914.4062500000,-55.7718734741
10939.5644531250,-55.7972183228
10964.7812500000,-55.8225631714
10990.0556640625,-55.8487281799
11015.3886718750,-55.8796348572
11040.7919921875,-55.9105529785
11066.2412109375,-55.9414596558
11091.7500000000,-55.9731750488
11117.3173828125,-56.0096626282
11142.9433593750,-56.0461540222
11168.6289062500,-56.0826454163
11194.3730468750,-56.1199722290
11220.1894531250,-56.1611785889
11246.0527343750,-56.2023658752
11271.9755859375,-56.2435531616
11297.9580078125,-56.2855758667
11324.0009765625,-56.3301277161
11350.1035156250,-56.3746795654
11376.2792968750,-56.4192543030
11402.5019531250,-56.4640007019
11428.7861328125,-56.5091133118
11455.1298828125,-56.5542182922
11481.5351562500,-56.5993270874
11508.0000000000,-56.6422157288
11534.5273437500,-56.6828231812
11561.1279296875,-56.7234497070
11587.7773437500,-56.7640571594
11614.4873046875,-56.7979240417
11641.2597656250,-56.8284149170
11668.0937500000,-56.8589057922
11694.9892578125,-56.8893966675
11721.9472656250,-56.9088706970
11748.9804687500,-56.9267539978
11776.0625000000,-56.9446258545
11803.2070312500,-56.9614067078
11830.4140625000,-56.9696121216
11857.6845703125,-56.9778175354
11885.0166015625,-56.9860229492
11912.4257812500,-56.9932212830
11939.8847656250,-56.9988136292
11967.4072265625,-57.0044021606
11994.9931640625,-57.0099906921
12022.6425781250,-57.0188255310
12050.3554687500,-57.0291175842
12078.1318359375,-57.0394134521
12105.9863281250,-57.0499267578
12133.8916015625,-57.0690155029
12161.8613281250,-57.0881004333
12189.8955078125,-57.1071891785
12217.9931640625,-57.1294631958
12246.1572265625,-57.1567306519
12274.3984375000,-57.1840133667
12302.6923828125,-57.2112808228
12331.0507812500,-57.2415657043
12359.4746093750,-57.2726783752
12387.9638671875,-57.3037872314
12416.5195312500,-57.3346176147
12445.1396484375,-57.3644218445
12473.8408203125,-57.3942375183
12502.5937500000,-57.4240417480
12531.4130859375,-57.4511489868
12560.2988281250,-57.4769058228
12589.2509765625,-57.5026664734
12618.2705078125,-57.5279502869
12647.3701171875,-57.5505447388
12676.5234375000,-57.5731315613
12705.7441406250,-57.5957145691
12735.0312500000,-57.6180953979
12764.3867187500,-57.6403732300
12793.8095703125,-57.6626510620
12823.2998046875,-57.6853027344
12852.8730468750,-57.7094459534
12882.4990234375,-57.7335777283
12912.1943359375,-57.7577095032
12941.9580078125,-57.7833709717
12971.7900390625,-57.8094978333
13001.6914062500,-57.8356208801
13031.6611328125,-57.8620796204
13061.7138671875,-57.8891372681
13091.8222656250,-57.9161796570
13122.0000000000,-57.9432258606
13152.2470703125,-57.9704513550
13182.5634765625,-57.9976806641
13212.9501953125,-58.0249099731
13243.4218750000,-58.0522422791
13273.9492187500,-58.0796127319
13304.5468750000,-58.1069831848
13335.2138671875,-58.1342582703
13365.9531250000,-58.1613082886
13396.7626953125,-58.1883583069
13427.6425781250,-58.2154045105
13458.6093750000,-58.2404403687
13489.6328125000,-58.2654571533
13520.7265625000,-58.2904739380
13551.8935546875,-58.3126029968
13583.1308593750,-58.3336067200
13614.4414062500,-58.3546104431
13645.8388671875,-58.3736763000
13677.2929687500,-58.3905067444
13708.8203125000,-58.4073410034
13740.4199218750,-58.4238090515
13772.0927734375,-58.4391212463
13803.8388671875,-58.4544296265
13835.6572265625,-58.4698295593
13867.5644531250,-58.4878540039
13899.5302734375,-58.5058746338
13931.5693359375,-58.5238914490
13963.6826171875,-58.5472183228
13995.8701171875,-58.5714759827
14028.1318359375,-58.5957336426
14060.4677734375,-58.6252250671
14092.8935546875,-58.6570663452
14125.3789062500,-58.6888923645
14157.9384765625,-58.7244567871
14190.5732421875,-58.7630004883
14223.2841796875,-58.8015441895
14256.0693359375,-58.8422126770
14288.9462890625,-58.8855781555
14321.8837890625,-58.9289207458
14354.8964843750,-58.9733314514
14387.9853515625,-59.0197067261
14421.1503906250,-59.0660858154
14454.3925781250,-59.1130447388
14487.7109375000,-59.1614685059
14521.1220703125,-59.2099189758
14554.5947265625,-59.2587394714
14588.1435546875,-59.3088417053
14621.7705078125,-59.3589515686
14655.4746093750,-59.4093093872
14689.2568359375,-59.4606323242
14723.1328125000,-59.5119781494
14757.0703125000,-59.5631904602
14791.0869140625,-59.6139717102
14825.1806640625,-59.6647491455
14859.3544921875,-59.7144966125
14893.6054687500,-59.7605476379
14927.9365234375,-59.8065986633
14962.3632812500,-59.8499450684
14996.8525390625,-59.8852653503
15031.4208984375,-59.9205894470
15066.0693359375,-59.9513130188
15100.7978515625,-59.9717788696
15135.6064453125,-59.9922447205
15170.5117187500,-60.0078125000
15205.4804687500,-60.0155258179
15240.5302734375,-60.0232429504
15275.6611328125,-60.0288162231
15310.8730468750,-60.0320625305
15346.1650390625,-60.0353088379
15381.5390625000,-60.0412216187
15417.0117187500,-60.0489616394
15452.5488281250,-60.0566940308
15488.1679687500,-60.0706329346
15523.8691406250,-60.0868911743
15559.6533203125,-60.1031532288
15595.5195312500,-60.1256942749
15631.4677734375,-60.1490974426
15667.5166015625,-60.1727218628
15703.6318359375,-60.2002983093
15739.8300781250,-60.2278709412
15776.1113281250,-60.2561149597
15812.4765625000,-60.2864761353
15848.9248046875,-60.3168411255
15885.4755859375,-60.3481979370
15922.0927734375,-60.3807601929
15958.7939453125,-60.4133186340
15995.5800781250,-60.4455795288
16032.4511718750,-60.4776992798
16069.4072265625,-60.5098152161
16106.4482421875,-60.5366668701
16143.5927734375,-60.5630416870
16180.8046875000,-60.5875282288
16218.1025390625,-60.6031379700
16255.4863281250,-60.6187515259
16292.9560546875,-60.6292533875
16330.5126953125,-60.6335449219
16368.1738281250,-60.6349716187
16405.9042968750,-60.6362724304
16443.7207031250,-60.6374130249
16481.6250000000,-60.6377906799
16519.6152343750,-60.6378326416
16557.6953125000,-60.6398544312
16595.8613281250,-60.6476707458
16634.1347656250,-60.6641426086
16672.4765625000,-60.6806068420
16710.9082031250,-60.7117652893
16749.4277343750,-60.7484283447
16788.0371093750,-60.7868003845
16826.7343750000,-60.8430328369
16865.5390625000,-60.8992919922
16904.4160156250,-60.9610633850
16943.3808593750,-61.0292510986
16982.4375000000,-61.0974426270
17021.5820312500,-61.1664009094
17060.8183593750,-61.2354888916
17100.1445312500,-61.3024940491
17139.5820312500,-61.3636589050
17179.0898437500,-61.4247932434
17218.6875000000,-61.4781379700
17258.3789062500,-61.5278968811
17298.1601562500,-61.5762481689
17338.0332031250,-61.6024971008
17378.0000000000,-61.6049270630
17418.0761718750,-61.6138801575
17458.2265625000,-61.6144752502
17498.4687500000,-61.6166419983
17538.8027343750,-61.6252708435
17579.2324218750,-61.6326446533
17619.7519531250,-61.6476249695
17660.3867187500,-61.6527061462
17701.0957031250,-61.6706581116
17741.8984375000,-61.6727409363
17782.7949218750,-61.6835708618
17823.7851562500,-61.6928215027
17864.8691406250,-61.7089614868
17906.0488281250,-61.7128562927
17947.3437500000,-61.7139892578
17988.7148437500,-61.7336654663
18030.1796875000,-61.7351608276
18071.7402343750,-61.7428932190
18113.3964843750,-61.7437858582
18155.1484375000,-61.7521209717
18197.0175781250,-61.7521286011
18238.9628906250,-61.7705345154
18281.0058593750,-61.8351058960
18323.1445312500,-61.9030914307
18365.3808593750,-61.9791069031
18407.7148437500,-62.0551261902
18450.1445312500,-62.1265411377
18492.6953125000,-62.1974411011
18535.3222656250,-62.2602691650
18578.0468750000,-62.3150672913
18620.8710937500,-62.3679504395
18663.7929687500,-62.4068298340
18706.8144531250,-62.4457092285
18749.9355468750,-62.4779090881
18793.1757812500,-62.5079345703
18836.4941406250,-62.5363426208
18879.9140625000,-62.5623397827
18923.4335937500,-62.5880050659
18967.0546875000,-62.6083030701
19010.7734375000,-62.6285972595
19054.6171875000,-62.6417617798
19098.5390625000,-62.6522712708
19142.5625000000,-62.6591567993
19186.6875000000,-62.6609039307
19230.9140625000,-62.6626129150
19275.2421875000,-62.6639976501
19319.6738281250,-62.6653823853
19364.2285156250,-62.6746864319
19408.8632812500,-62.6857566833
19453.6015625000,-62.7040710449
19498.4433593750,-62.7286148071
19543.3886718750,-62.7553977966
19588.4375000000,-62.7882461548
19633.6132812500,-62.8210906982
19678.8691406250,-62.8526992798
19724.2304687500,-62.8843078613
19769.6972656250,-62.9101181030
19815.2675781250,-62.9341888428
19860.9433593750,-62.9547080994
19906.7226562500,-62.9721565247
19952.6328125000,-62.9893417358
19998.6250000000,-63.0059204102
20044.7226562500,-63.0229568481
20090.9277343750,-63.0439224243
20137.2382812500,-63.0648880005
20183.6562500000,-63.0910224915
20230.2031250000,-63.1177062988
20276.8339843750,-63.1465454102
20323.5742187500,-63.1762313843
20370.4218750000,-63.2050437927
20417.3769531250,-63.2331199646
20464.4394531250,-63.2591247559
20511.6113281250,-63.2816848755
20558.9160156250,-63.3029251099
20606.3046875000,-63.3194160461
20653.8046875000,-63.3357810974
20701.4121093750,-63.3506126404
20749.1308593750,-63.3654403687
20796.9589843750,-63.3864173889
20844.8984375000,-63.4077796936
20892.9687500000,-63.4402961731
20941.1289062500,-63.4752883911
20989.4003906250,-63.5197830200
21037.7812500000,-63.5682754517
21086.2753906250,-63.6188163757
21134.8808593750,-63.6707267761
21183.6210937500,-63.6936683655
21232.4511718750,-63.7009429932
21281.3945312500,-63.7067222595
21330.4492187500,-63.7133216858
21379.6171875000,-63.7162132263
21428.8984375000,-63.7245941162
21478.2929687500,-63.7481880188
21527.8261718750,-63.7530899048
21577.4492187500,-63.7554321289
21627.1875000000,-63.7735557556
21677.0390625000,-63.7838172913
21727.0058593750,-63.7896957397
21777.0878906250,-63.7965431213
21827.3105468750,-63.7975540161
21877.6230468750,-63.8020935059
21928.0527343750,-63.8641586304
21978.5996093750,-63.9336357117
22029.2617187500,-64.0171051025
22080.0410156250,-64.1009826660
22130.9355468750,-64.1881103516
22181.9746093750,-64.2747573853
22233.1054687500,-64.3572692871
22284.3535156250,-64.4384078979
22335.7207031250,-64.5101776123
22387.2070312500,-64.5792846680
22438.8105468750,-64.5930862427
22490.5585937500,-64.5957565308
22542.4003906250,-64.5978698730
22594.3632812500,-64.6026763916
22646.4433593750,-64.6064376831
22698.6464843750,-64.6195449829
22750.9667968750,-64.6219024658
22803.4101562500,-64.6331100464
22855.9980468750,-64.6363143921
22908.6835937500,-64.6455535889
22961.4902343750,-64.6562423706
23014.4179687500,-64.6778869629
23067.4667968750,-64.6824874878
23120.6386718750,-64.6845550537
23173.9335937500,-64.7006378174
23227.3769531250,-64.7113571167
23280.9179687500,-64.7188415527
23334.5820312500,-64.7264175415
23388.3710937500,-64.7345123291
23442.2812500000,-64.7348861694
23496.3183593750,-64.7371902466
23550.5039062500,-64.7791366577
23604.7910156250,-64.8320617676
23659.2011718750,-64.8822860718
23713.7363281250,-64.9287872314
23768.3984375000,-64.9616928101
23823.1875000000,-64.9864044189
23878.1015625000,-64.9875488281
23933.1679687500,-64.9895172119
23988.3359375000,-64.9927215576
24043.6308593750,-64.9962463379
24099.0527343750,-64.9983139038
24154.6035156250,-65.0068817139
24210.2812500000,-65.0307922363
24266.1132812500,-65.0940017700
24322.0488281250,-65.1633148193
24378.1132812500,-65.2606887817
24434.3066406250,-65.3606414795
24490.6289062500,-65.4651947021
24547.0820312500,-65.5540008545
24603.6640625000,-65.5994644165
24660.4042968750,-65.6072540283
24717.2480468750,-65.6122436523
24774.2226562500,-65.6268081665
24831.3300781250,-65.6301422119
24888.5683593750,-65.6345443726
24945.9375000000,-65.6633224487
25003.4394531250,-65.6687545776
25061.1015625000,-65.6751174927
25118.8691406250,-65.6812057495
25176.7714843750,-65.6952133179
25234.8046875000,-65.7300796509
25292.9726562500,-65.8035736084
25351.2753906250,-65.8781204224
25409.7402343750,-65.9544982910
25468.3105468750,-66.0220489502
25527.0175781250,-66.0844726563
25585.8593750000,-66.1272201538
25644.8359375000,-66.1645584106
25703.9492187500,-66.1865234375
25763.1972656250,-66.2049102783
25822.6132812500,-66.2189407349
25882.1347656250,-66.2346267700
25941.7949218750,-66.2510986328
26001.5937500000,-66.2736892700
26061.5292968750,-66.2974319458
26121.6015625000,-66.3235321045
26181.8437500000,-66.3481140137
26242.1953125000,-66.3718109131
26302.6835937500,-66.3897094727
26363.3144531250,-66.4061584473
26424.0839843750,-66.4194793701
26484.9921875000,-66.4339599609
26546.0429687500,-66.4492340088
26607.2617187500,-66.4720458984
26668.5937500000,-66.4979934692
26730.0664062500,-66.5309066772
26791.6816406250,-66.5666503906
26853.4375000000,-66.6041564941
26915.3378906250,-66.6376113892
26977.4082031250,-66.6673355103
27039.5937500000,-66.6895599365
27101.9218750000,-66.7045516968
27164.3945312500,-66.7162475586
27227.0097656250,-66.7271270752
27289.7695312500,-66.7438125610
27352.6738281250,-66.7680053711
27415.7539062500,-66.8121109009
27478.9492187500,-66.8658599854
27542.2910156250,-66.9397354126
27605.7773437500,-67.0224685669
27669.4101562500,-67.1110534668
27733.1914062500,-67.1961441040
27797.1171875000,-67.2728347778
27861.2226562500,-67.3373794556
27925.4453125000,-67.3786163330
27989.8144531250,-67.4089050293
28054.3339843750,-67.4154434204
28119.0000000000,-67.4166030884
28183.8164062500,-67.4167938232
28248.8144531250,-67.4205017090
28313.9296875000,-67.4209442139
28379.1953125000,-67.4231185913
28444.6113281250,-67.4259490967
28510.1777343750,-67.4392700195
28575.8964843750,-67.4578475952
28641.7656250000,-67.4836044312
28707.8183593750,-67.5127105713
28773.9921875000,-67.5464630127
28840.3183593750,-67.5839004517
28906.7968750000,-67.6229553223
28973.4296875000,-67.6637802124
29040.2148437500,-67.7050628662
29107.1855468750,-67.7464523315
29174.2812500000,-67.7874984741
29241.5292968750,-67.8274993896
29308.9335937500,-67.8663635254
29376.4921875000,-67.9021759033
29444.2070312500,-67.9329071045
29512.0781250000,-67.9478759766
29580.1386718750,-67.9494628906
29648.3222656250,-67.9569396973
29716.6640625000,-67.9590530396
29785.1621093750,-67.9687118530
29853.8203125000,-67.9750595093
29922.6347656250,-67.9781570435
29991.6406250000,-67.9796142578
30060.7734375000,-67.9808731079
30130.0664062500,-68.0241394043
30199.5175781250,-68.0883483887
30269.1308593750,-68.1672363281
30338.9023437500,-68.2536010742
30408.8359375000,-68.3342819214
30478.9648437500,-68.4016799927
30549.2207031250,-68.4516677856
30619.6386718750,-68.4833908081
30690.2187500000,-68.4994812012
30760.9628906250,-68.5069274902
30831.8691406250,-68.5176467896
30902.9375000000,-68.5372009277
30974.2050781250,-68.5675048828
31045.6035156250,-68.6072311401
31117.1660156250,-68.6522369385
31188.8925781250,-68.6955947876
31260.7851562500,-68.7316131592
31332.8437500000,-68.7614440918
31405.1035156250,-68.7888183594
31477.4941406250,-68.8184204102
31550.0507812500,-68.8543472290
31622.7773437500,-68.8983688354
31695.6699218750,-68.9485244751
31768.7304687500,-68.9980773926
31841.9589843750,-69.0432357788
31915.3925781250,-69.0835113525
31988.9589843750,-69.1208114624
32062.6972656250,-69.1420211792
32136.6035156250,-69.1460113525
32210.6796875000,-69.1546325684
32284.9277343750,-69.1581344604
32359.3828125000,-69.1665954590
32433.9726562500,-69.1812896729
32508.7363281250,-69.1974639893
32583.6718750000,-69.1983642578
32658.7792968750,-69.2184600830
32734.0585937500,-69.2344741821
32809.5156250000,-69.2373352051
32885.1796875000,-69.2609252930
32960.9804687500,-69.2663192749
33036.9570312500,-69.2697143555
33113.1093750000,-69.2856826782
33189.4375000000,-69.2871398926
33265.9414062500,-69.3023605347
33342.6250000000,-69.3366699219
33419.5156250000,-69.3597030640
33496.5507812500,-69.3708877563
33573.7617187500,-69.3740310669
33651.1523437500,-69.3769607544
33728.7226562500,-69.3900375366
33806.4687500000,-69.4203491211
33884.4335937500,-69.4716415405
33962.5390625000,-69.5430908203
34040.8242187500,-69.6287460327
34119.2890625000,-69.7177658081
34197.9375000000,-69.7541885376
34276.7656250000,-69.7614898682
34355.7773437500,-69.7691421509
34435.0078125000,-69.7899932861
34514.3828125000,-69.7961425781
34593.9414062500,-69.7995529175
34673.6835937500,-69.8286666870
34753.6054687500,-69.8369903564
34833.7187500000,-69.8503494263
34914.0507812500,-69.8613739014
34994.5273437500,-69.8719482422
35075.1953125000,-69.8745346069
35156.0429687500,-69.9083251953
35237.0820312500,-69.9370346069
35318.3046875000,-69.9604644775
35399.7148437500,-69.9787979126
35481.3554687500,-69.9927520752
35563.1406250000,-70.0038909912
