Type,FSWP-50
Version,3.02SP1
Date,03.Jul 2026
VSupply,ON
Mode,Voltage
Voltage Set,0.6000000000,V
Voltage Min,0.0000000000,V
Voltage Max,0.6500000000,V
Voltage Meas,0.5959326183,V
Current Max,20.0000000000,mA
Current Meas,16.6076803768,mA
VTune,OFF
Voltage Set,0.0000000000,V
Voltage Min,0.0000000000,V
Voltage Max,0.0100000000,V
Voltage Meas,-0.0191654762,V
Current Max,20.0000000000,mA
Current Meas,0.1488288861,mA
VAux,OFF
Voltage Set,0.0000000000,V
Voltage Min,-10.0000000000,V
Voltage Max,10.0000000000,V
Voltage Meas,-0.0062756160,V
Current Max,100.0000000000,mA
Current Meas,-0.0491746102,mA
Mode,Phase Noise
Measurement,Phase Noise
Input,RF
RF Att,0.0000000000,dB
Coupling,AC
RBW,2.0000000000,%
XCORR Factor,1000
XCORR Optimize,ON
Estimated Meas Time,3.7457527981,s
Sweep Count,5
Signal Frequency,25443094372.2724151611,Hz
Signal Level,-17.7634000000,dBm
Start,10000.0000000000,Hz
Stop,100000000.0000000000,Hz
SubSweep,1
Start,10000.0000000000,Hz
Stop,30000.0000000000,Hz
RBW,600.0000000000,Hz
XCORR Count,1000
SubSweep,2
Start,30000.0000000000,Hz
Stop,100000.0000000000,Hz
RBW,600.0000000000,Hz
XCORR Count,1000
SubSweep,3
Start,100000.0000000000,Hz
Stop,300000.0000000000,Hz
RBW,2000.0000000000,Hz
XCORR Count,3300
SubSweep,4
Start,300000.0000000000,Hz
Stop,1000000.0000000000,Hz
RBW,6000.0000000000,Hz
XCORR Count,10000
SubSweep,5
Start,1000000.0000000000,Hz
Stop,3000000.0000000000,Hz
RBW,20000.0000000000,Hz
XCORR Count,10000
SubSweep,6
Start,3000000.0000000000,Hz
Stop,10000000.0000000000,Hz
RBW,60000.0000000000,Hz
XCORR Count,10000
SubSweep,7
Start,10000000.0000000000,Hz
Stop,30000000.0000000000,Hz
RBW,200000.0000000000,Hz
XCORR Count,10000
SubSweep,8
Start,30000000.0000000000,Hz
Stop,100000000.0000000000,Hz
RBW,600000.0000000000,Hz
XCORR Count,10000
Integrated Measurements Range,1
Start,10000.0000000000,Hz
Stop,100000000.0000000000,Hz
Weighting,OFF
Integrated Measurements Range,2
Start,10000.0000000000,Hz
Stop,100000000.0000000000,Hz
Weighting,OFF
Integrated Measurements Range,3
Start,10000.0000000000,Hz
Stop,100000000.0000000000,Hz
Weighting,OFF
Integrated Measurements Range,4
Start,10000.0000000000,Hz
Stop,100000000.0000000000,Hz
Weighting,OFF
Integrated Measurements Range,5
Start,10000.0000000000,Hz
Stop,100000000.0000000000,Hz
Weighting,OFF
Integrated Measurements Range,6
Start,10000.0000000000,Hz
Stop,100000000.0000000000,Hz
Weighting,OFF
Integrated Measurements Range,7
Start,10000.0000000000,Hz
Stop,100000000.0000000000,Hz
Weighting,OFF
Integrated Measurements Range,8
Start,10000.0000000000,Hz
Stop,100000000.0000000000,Hz
Weighting,OFF
Integrated Measurements Range,9
Start,10000.0000000000,Hz
Stop,100000000.0000000000,Hz
Weighting,OFF
Integrated Measurements Range,10
Start,10000.0000000000,Hz
Stop,100000000.0000000000,Hz
Weighting,OFF
Spot Noise Decade Edges,OFF
Spot Noise User Defined,ON
Spot Noise User Defined Offset,1
State,OFF
Offset,1000.0000000000,Hz
Spot Noise User Defined Offset,2
State,OFF
Offset,10000.0000000000,Hz
Spot Noise User Defined Offset,3
State,ON
Offset,100000.0000000000,Hz
Spot Noise User Defined Offset,4
State,ON
Offset,1000000.0000000000,Hz
Spot Noise User Defined Offset,5
State,ON
Offset,10000000.0000000000,Hz
Spot Noise User Defined Offset,6
State,OFF
Offset,100000000.0000000000,Hz
Window,1,Noise Spectrum
Trace,1
Trace Mode,CLR/WRITE
Trace Result,PN
Smoothing,ON
Smoothing Value,1.0000000000,%
Spurious Removal,ON
Spurious Removal Threshold,6.0000000000,dB
Trace Offset,OFF
Trace Offset,0.0000000000,dB
Trace Label,OFF
Trace Label,Trace 1
x-Unit,Hz
y-Unit,dBc/Hz
Values,4001
10000.0000000000,-53.5500259399
10023.0507812500,-53.5727539063
10046.1542968750,-53.5954856873
10069.3115234375,-53.6182136536
10092.5332031250,-53.6316452026
10115.7968750000,-53.6444358826
10139.1152343750,-53.6572227478
10162.4863281250,-53.6700096130
10185.9111328125,-53.6807670593
10209.3906250000,-53.6899986267
10232.9355468750,-53.6992340088
10256.5234375000,-53.7084655762
10280.1650390625,-53.7190437317
10303.8613281250,-53.7336578369
10327.6123046875,-53.7482719421
10351.4189453125,-53.7628898621
10375.2792968750,-53.7775039673
10399.2060546875,-53.8045768738
10423.1777343750,-53.8320121765
10447.2031250000,-53.8594474792
10471.2851562500,-53.8868827820
10495.4218750000,-53.9252204895
10519.6152343750,-53.9675102234
10543.8632812500,-54.0097999573
10568.1787109375,-54.0521087646
10592.5400390625,-54.0997810364
10616.9560546875,-54.1520729065
10641.4287109375,-54.2043685913
10665.9580078125,-54.2566604614
10690.5439453125,-54.3091468811
10715.1982421875,-54.3619651794
10739.8974609375,-54.4147567749
10764.6533203125,-54.4675521851
10789.4667968750,-54.5180778503
10814.3378906250,-54.5623245239
10839.2656250000,-54.6065711975
10864.2509765625,-54.6508178711
10889.3056640625,-54.6927261353
10914.4062500000,-54.7244033813
10939.5644531250,-54.7560768127
10964.7812500000,-54.7877502441
10990.0556640625,-54.8178253174
11015.3886718750,-54.8386383057
11040.7919921875,-54.8594589233
11066.2412109375,-54.8802719116
11091.7500000000,-54.9002037048
11117.3173828125,-54.9149475098
11142.9433593750,-54.9296913147
11168.6289062500,-54.9444351196
11194.3730468750,-54.9589958191
11220.1894531250,-54.9727287292
11246.0527343750,-54.9864501953
11271.9755859375,-55.0001754761
11297.9580078125,-55.0146331787
11324.0009765625,-55.0313148499
11350.1035156250,-55.0479965210
11376.2792968750,-55.0646896362
11402.5019531250,-55.0833206177
11428.7861328125,-55.1055145264
11455.1298828125,-55.1277084351
11481.5351562500,-55.1498985291
11508.0000000000,-55.1752777100
11534.5273437500,-55.2039413452
11561.1279296875,-55.2326164246
11587.7773437500,-55.2612800598
11614.4873046875,-55.2938041687
11641.2597656250,-55.3282623291
11668.0937500000,-55.3627204895
11694.9892578125,-55.3971786499
11721.9472656250,-55.4348831177
11748.9804687500,-55.4730796814
11776.0625000000,-55.5112571716
11803.2070312500,-55.5495109558
11830.4140625000,-55.5884094238
11857.6845703125,-55.6273040771
11885.0166015625,-55.6661987305
11912.4257812500,-55.7042160034
11939.8847656250,-55.7407913208
11967.4072265625,-55.7773666382
11994.9931640625,-55.8139419556
12022.6425781250,-55.8476905823
12050.3554687500,-55.8801612854
12078.1318359375,-55.9126281738
12105.9863281250,-55.9450263977
12133.8916015625,-55.9738655090
12161.8613281250,-56.0027046204
12189.8955078125,-56.0315475464
12217.9931640625,-56.0598907471
12246.1572265625,-56.0874671936
12274.3984375000,-56.1150550842
12302.6923828125,-56.1426277161
12331.0507812500,-56.1711997986
12359.4746093750,-56.2000427246
12387.9638671875,-56.2288818359
12416.5195312500,-56.2582359314
12445.1396484375,-56.2895050049
12473.8408203125,-56.3207893372
12502.5937500000,-56.3520584106
12531.4130859375,-56.3847045898
12560.2988281250,-56.4180450439
12589.2509765625,-56.4513854980
12618.2705078125,-56.4848556519
12647.3701171875,-56.5190734863
12676.5234375000,-56.5532722473
12705.7441406250,-56.5874748230
12735.0312500000,-56.6209373474
12764.3867187500,-56.6540222168
12793.8095703125,-56.6871109009
12823.2998046875,-56.7193641663
12852.8730468750,-56.7483100891
12882.4990234375,-56.7772407532
12912.1943359375,-56.8061752319
12941.9580078125,-56.8294601440
12971.7900390625,-56.8510322571
13001.6914062500,-56.8726043701
13031.6611328125,-56.8911743164
13061.7138671875,-56.9044418335
13091.8222656250,-56.9176979065
13122.0000000000,-56.9309577942
13152.2470703125,-56.9388923645
13182.5634765625,-56.9467277527
13212.9501953125,-56.9545631409
13243.4218750000,-56.9623374939
13273.9492187500,-56.9700660706
13304.5468750000,-56.9777984619
13335.2138671875,-56.9868698120
13365.9531250000,-56.9990692139
13396.7626953125,-57.0112686157
13427.6425781250,-57.0234642029
13458.6093750000,-57.0420875549
13489.6328125000,-57.0607223511
13520.7265625000,-57.0793571472
13551.8935546875,-57.1026344299
13583.1308593750,-57.1277198792
13614.4414062500,-57.1528053284
13645.8388671875,-57.1806793213
13677.2929687500,-57.2117118835
13708.8203125000,-57.2427444458
13740.4199218750,-57.2749633789
13772.0927734375,-57.3109855652
13803.8388671875,-57.3470115662
13835.6572265625,-57.3831176758
13867.5644531250,-57.4216041565
13899.5302734375,-57.4600753784
13931.5693359375,-57.4985427856
13963.6826171875,-57.5354690552
13995.8701171875,-57.5721244812
14028.1318359375,-57.6087799072
14060.4677734375,-57.6416282654
14092.8935546875,-57.6727981567
14125.3789062500,-57.7039527893
14157.9384765625,-57.7319869995
14190.5732421875,-57.7575340271
14223.2841796875,-57.7830772400
14256.0693359375,-57.8079223633
14288.9462890625,-57.8318939209
14321.8837890625,-57.8558578491
14354.8964843750,-57.8812255859
14387.9853515625,-57.9091796875
14421.1503906250,-57.9371376038
14454.3925781250,-57.9672966003
14487.7109375000,-58.0030364990
14521.1220703125,-58.0387954712
14554.5947265625,-58.0764236450
14588.1435546875,-58.1201820374
14621.7705078125,-58.1639404297
14655.4746093750,-58.2086906433
14689.2568359375,-58.2572288513
14723.1328125000,-58.3057861328
14757.0703125000,-58.3541717529
14791.0869140625,-58.4019699097
14825.1806640625,-58.4497680664
14859.3544921875,-58.4961204529
14893.6054687500,-58.5372886658
14927.9365234375,-58.5784606934
14962.3632812500,-58.6169319153
14996.8525390625,-58.6474037170
15031.4208984375,-58.6778793335
15066.0693359375,-58.7047576904
15100.7978515625,-58.7236213684
15135.6064453125,-58.7424850464
15170.5117187500,-58.7575759888
15205.4804687500,-58.7666320801
15240.5302734375,-58.7756881714
15275.6611328125,-58.7815780640
15310.8730468750,-58.7840423584
15346.1650390625,-58.7865028381
15381.5390625000,-58.7871665955
15417.0117187500,-58.7872962952
15452.5488281250,-58.7874259949
15488.1679687500,-58.7884597778
15523.8691406250,-58.7902832031
15559.6533203125,-58.7921066284
15595.5195312500,-58.7988128662
15631.4677734375,-58.8061866760
15667.5166015625,-58.8138504028
15703.6318359375,-58.8269004822
15739.8300781250,-58.8399467468
15776.1113281250,-58.8534126282
15812.4765625000,-58.8682060242
15848.9248046875,-58.8829994202
15885.4755859375,-58.8966560364
15922.0927734375,-58.9088821411
15958.7939453125,-58.9211082458
15995.5800781250,-58.9321670532
16032.4511718750,-58.9426498413
16069.4072265625,-58.9531326294
16106.4482421875,-58.9688568115
16143.5927734375,-58.9850845337
16180.8046875000,-59.0038871765
16218.1025390625,-59.0349578857
16255.4863281250,-59.0660285950
16292.9560546875,-59.1052589417
16330.5126953125,-59.1544151306
16368.1738281250,-59.2035942078
16405.9042968750,-59.2612228394
16443.7207031250,-59.3217391968
16481.6250000000,-59.3820953369
16519.6152343750,-59.4396896362
16557.6953125000,-59.4972839355
16595.8613281250,-59.5484199524
16634.1347656250,-59.5891876221
16672.4765625000,-59.6299362183
16710.9082031250,-59.6548194885
16749.4277343750,-59.6737594604
16788.0371093750,-59.6913948059
16826.7343750000,-59.6954116821
16865.5390625000,-59.6994285583
16904.4160156250,-59.7029190063
16943.3808593750,-59.7057991028
16982.4375000000,-59.7086753845
17021.5820312500,-59.7211189270
17060.8183593750,-59.7351875305
17100.1445312500,-59.7535324097
17139.5820312500,-59.7839622498
17179.0898437500,-59.8143768311
17218.6875000000,-59.8544044495
17258.3789062500,-59.8988609314
17298.1601562500,-59.9443130493
17338.0332031250,-59.9969100952
17378.0000000000,-60.0495109558
17418.0761718750,-60.1038436890
17458.2265625000,-60.1594276428
17498.4687500000,-60.2150001526
17538.8027343750,-60.2704467773
17579.2324218750,-60.3258934021
17619.7519531250,-60.3796081543
17660.3867187500,-60.4317855835
17701.0957031250,-60.4837379456
17741.8984375000,-60.5269966125
17782.7949218750,-60.5702514648
17823.7851562500,-60.6049041748
17864.8691406250,-60.6124267578
17906.0488281250,-60.6147308350
17947.3437500000,-60.6169586182
17988.7148437500,-60.6202888489
18030.1796875000,-60.6320152283
18071.7402343750,-60.6341590881
18113.3964843750,-60.6375274658
18155.1484375000,-60.6480178833
18197.0175781250,-60.6579399109
18238.9628906250,-60.6581001282
18281.0058593750,-60.6584320068
18323.1445312500,-60.6646652222
18365.3808593750,-60.6682319641
18407.7148437500,-60.6713905334
18450.1445312500,-60.7009925842
18492.6953125000,-60.7465972900
18535.3222656250,-60.8009033203
18578.0468750000,-60.8639297485
18620.8710937500,-60.9274024963
18663.7929687500,-60.9941444397
18706.8144531250,-61.0608863831
18749.9355468750,-61.1201896667
18793.1757812500,-61.1770858765
18836.4941406250,-61.2271614075
18879.9140625000,-61.2670402527
18923.4335937500,-61.3060302734
18967.0546875000,-61.3306617737
19010.7734375000,-61.3552932739
19054.6171875000,-61.3742103577
19098.5390625000,-61.3909912109
19142.5625000000,-61.4075241089
19186.6875000000,-61.4237022400
19230.9140625000,-61.4401855469
19275.2421875000,-61.4591827393
19319.6738281250,-61.4781799316
19364.2285156250,-61.4995307922
19408.8632812500,-61.5213928223
19453.6015625000,-61.5443954468
19498.4433593750,-61.5683784485
19543.3886718750,-61.5929603577
19588.4375000000,-61.6191673279
19633.6132812500,-61.6454277039
19678.8691406250,-61.6742095947
19724.2304687500,-61.7029953003
19769.6972656250,-61.7332191467
19815.2675781250,-61.7638740540
19860.9433593750,-61.7946052551
19906.7226562500,-61.8253974915
19952.6328125000,-61.8558387756
19998.6250000000,-61.8854484558
20044.7226562500,-61.9149055481
20090.9277343750,-61.9430427551
20137.2382812500,-61.9711837769
20183.6562500000,-61.9973373413
20230.2031250000,-62.0232963562
20276.8339843750,-62.0456581116
20323.5742187500,-62.0666160583
20370.4218750000,-62.0830574036
20417.3769531250,-62.0956764221
20464.4394531250,-62.1054649353
20511.6113281250,-62.1105346680
20558.9160156250,-62.1156654358
20606.3046875000,-62.1210060120
20653.8046875000,-62.1272239685
20701.4121093750,-62.1441955566
20749.1308593750,-62.1611709595
20796.9589843750,-62.1957931519
20844.8984375000,-62.2315216064
20892.9687500000,-62.2805099487
20941.1289062500,-62.3324317932
20989.4003906250,-62.3883132935
21037.7812500000,-62.4458503723
21086.2753906250,-62.5002059937
21134.8808593750,-62.5524482727
21183.6210937500,-62.6000289917
21232.4511718750,-62.6430473328
21281.3945312500,-62.6837081909
21330.4492187500,-62.7211875916
21379.6171875000,-62.7586631775
21428.8984375000,-62.7961425781
21478.2929687500,-62.8340682983
21527.8261718750,-62.8731117249
21577.4492187500,-62.9117469788
21627.1875000000,-62.9491157532
21677.0390625000,-62.9855003357
21727.0058593750,-63.0177116394
21777.0878906250,-63.0493011475
21827.3105468750,-63.0775642395
21877.6230468750,-63.1061058044
21928.0527343750,-63.1365661621
21978.5996093750,-63.1679649353
22029.2617187500,-63.2064323425
22080.0410156250,-63.2456626892
22130.9355468750,-63.2910003662
22181.9746093750,-63.3151779175
22233.1054687500,-63.3228073120
22284.3535156250,-63.3261604309
22335.7207031250,-63.3359909058
22387.2070312500,-63.3427810669
22438.8105468750,-63.3460159302
22490.5585937500,-63.3747634888
22542.4003906250,-63.3781280518
22594.3632812500,-63.3821601868
22646.4433593750,-63.4067344666
22698.6464843750,-63.4180641174
22750.9667968750,-63.4320755005
22803.4101562500,-63.4326896667
22855.9980468750,-63.4428939819
22908.6835937500,-63.4569625854
22961.4902343750,-63.4624519348
23014.4179687500,-63.4638366699
23067.4667968750,-63.4942131042
23120.6386718750,-63.5585174561
23173.9335937500,-63.6246337891
23227.3769531250,-63.6811561584
23280.9179687500,-63.7321624756
23334.5820312500,-63.7661628723
23388.3710937500,-63.7940597534
23442.2812500000,-63.8088722229
23496.3183593750,-63.8212547302
23550.5039062500,-63.8342361450
23604.7910156250,-63.8483276367
23659.2011718750,-63.8744087219
23713.7363281250,-63.9037055969
23768.3984375000,-63.9447059631
23823.1875000000,-63.9886970520
23878.1015625000,-64.0381011963
23933.1679687500,-64.0880279541
23988.3359375000,-64.1384124756
24043.6308593750,-64.1874008179
24099.0527343750,-64.2356643677
24154.6035156250,-64.2825469971
24210.2812500000,-64.3291244507
24266.1132812500,-64.3739547729
24322.0488281250,-64.4179153442
24378.1132812500,-64.4579086304
24434.3066406250,-64.4713821411
24490.6289062500,-64.4718093872
24547.0820312500,-64.4738540649
24603.6640625000,-64.4808731079
24660.4042968750,-64.4885864258
24717.2480468750,-64.4924087524
24774.2226562500,-64.4943618774
24831.3300781250,-64.5082702637
24888.5683593750,-64.5106658936
24945.9375000000,-64.5245056152
25003.4394531250,-64.5251541138
25061.1015625000,-64.5427398682
25118.8691406250,-64.5452041626
25176.7714843750,-64.5467681885
25234.8046875000,-64.5557327271
25292.9726562500,-64.5626831055
25351.2753906250,-64.5668716431
25409.7402343750,-64.5672683716
25468.3105468750,-64.5942840576
25527.0175781250,-64.6518554688
25585.8593750000,-64.7251052856
25644.8359375000,-64.8005599976
25703.9492187500,-64.8780822754
25763.1972656250,-64.9495925903
25822.6132812500,-65.0138015747
25882.1347656250,-65.0638275146
25941.7949218750,-65.1084213257
26001.5937500000,-65.1403274536
26061.5292968750,-65.1710815430
26121.6015625000,-65.1995086670
26181.8437500000,-65.2289123535
26242.1953125000,-65.2588424683
26302.6835937500,-65.2908935547
26363.3144531250,-65.3241653442
26424.0839843750,-65.3604202271
26484.9921875000,-65.4016571045
26546.0429687500,-65.4462356567
26607.2617187500,-65.4998016357
26668.5937500000,-65.5547866821
26730.0664062500,-65.6035308838
26791.6816406250,-65.6118469238
26853.4375000000,-65.6145782471
26915.3378906250,-65.6207351685
26977.4082031250,-65.6387405396
27039.5937500000,-65.6630249023
27101.9218750000,-65.6640167236
27164.3945312500,-65.6824569702
27227.0097656250,-65.7105102539
27289.7695312500,-65.7234497070
27352.6738281250,-65.7283859253
27415.7539062500,-65.7402038574
27478.9492187500,-65.7639846802
27542.2910156250,-65.7758560181
27605.7773437500,-65.7767105103
27669.4101562500,-65.7854232788
27733.1914062500,-65.7925415039
27797.1171875000,-65.8029861450
27861.2226562500,-65.8087463379
27925.4453125000,-65.8110580444
27989.8144531250,-65.8150177002
28054.3339843750,-65.8290786743
28119.0000000000,-65.8325195313
28183.8164062500,-65.8382415771
28248.8144531250,-65.8425521851
28313.9296875000,-65.9067916870
28379.1953125000,-66.0098648071
28444.6113281250,-66.1120529175
28510.1777343750,-66.2091827393
28575.8964843750,-66.2991485596
28641.7656250000,-66.3755874634
28707.8183593750,-66.4454345703
28773.9921875000,-66.4608993530
28840.3183593750,-66.4647369385
28906.7968750000,-66.4795989990
28973.4296875000,-66.4876556396
29040.2148437500,-66.5057449341
29107.1855468750,-66.5083923340
29174.2812500000,-66.5236968994
29241.5292968750,-66.5482864380
29308.9335937500,-66.5556106567
29376.4921875000,-66.5773468018
29444.2070312500,-66.5870819092
29512.0781250000,-66.5982208252
29580.1386718750,-66.6200103760
29648.3222656250,-66.6278686523
29716.6640625000,-66.6397323608
29785.1621093750,-66.6401138306
29853.8203125000,-66.6404418945
29922.6347656250,-66.7065200806
29991.6406250000,-66.7758407593
30060.7734375000,-66.8369293213
30130.0664062500,-66.9009017944
30199.5175781250,-66.9551239014
30269.1308593750,-66.9989395142
30338.9023437500,-67.0323410034
30408.8359375000,-67.0594329834
30478.9648437500,-67.0834503174
30549.2207031250,-67.1061782837
30619.6386718750,-67.1290359497
30690.2187500000,-67.1530914307
30760.9628906250,-67.1796798706
30831.8691406250,-67.2090606689
30902.9375000000,-67.2408142090
30974.2050781250,-67.2741088867
31045.6035156250,-67.3077011108
31117.1660156250,-67.3402023315
31188.8925781250,-67.3702621460
31260.7851562500,-67.3981933594
31332.8437500000,-67.4255218506
31405.1035156250,-67.4534149170
31477.4941406250,-67.4825439453
31550.0507812500,-67.5130844116
31622.7773437500,-67.5447769165
31695.6699218750,-67.5778274536
31768.7304687500,-67.6136016846
31841.9589843750,-67.6540145874
31915.3925781250,-67.7005004883
31988.9589843750,-67.7530059814
32062.6972656250,-67.8095474243
32136.6035156250,-67.8157501221
32210.6796875000,-67.8185348511
32284.9277343750,-67.8371810913
32359.3828125000,-67.8421554565
32433.9726562500,-67.8659820557
32508.7363281250,-67.8768920898
32583.6718750000,-67.8799743652
32658.7792968750,-67.9141311646
32734.0585937500,-67.9159088135
32809.5156250000,-67.9380111694
32885.1796875000,-67.9457244873
32960.9804687500,-67.9506072998
33036.9570312500,-67.9649658203
33113.1093750000,-67.9672546387
33189.4375000000,-68.0025100708
33265.9414062500,-68.0551452637
33342.6250000000,-68.0640640259
33419.5156250000,-68.0641632080
33496.5507812500,-68.0656585693
33573.7617187500,-68.0891876221
33651.1523437500,-68.0968475342
33728.7226562500,-68.1146011353
33806.4687500000,-68.1181335449
33884.4335937500,-68.1450119019
33962.5390625000,-68.1487808228
34040.8242187500,-68.1536331177
34119.2890625000,-68.1623229980
34197.9375000000,-68.1644439697
34276.7656250000,-68.2304077148
34355.7773437500,-68.3186187744
34435.0078125000,-68.4066314697
34514.3828125000,-68.4821624756
34593.9414062500,-68.4884796143
34673.6835937500,-68.4963989258
34753.6054687500,-68.5045928955
34833.7187500000,-68.5051803589
34914.0507812500,-68.5083694458
34994.5273437500,-68.5132522583
35075.1953125000,-68.5181350708
35156.0429687500,-68.5211105347
35237.0820312500,-68.5304565430
35318.3046875000,-68.5356674194
35399.7148437500,-68.5386734009
35481.3554687500,-68.5420303345
35563.1406250000,-68.5501861572
